"idcliente";"nombre";"apellidos";"razonsocial";"cif";"cp";"domicilio";"provincia";"municipio";"telefono";"fax";"email";"web";"observaciones";"codcliente";"er";"certificadocaduca";"suministrode";"ctabancaria";"fecha1";"fecha2";"fecha3";"cliente";"proveedor";"fct";"pdb";"colaborador";"otrasempresas";"interesadosbolsa";"asociacion";"salesiano";"interesado";"ayuntamiento";"contacto";"cargo";"tipo";"cursointeresado";"aceptamailing";"fechanac";"nacionalidad";"sexo";"movil";"idespecialidad";"idespecialidad2";"idespecialidad3";"idespecialidad4";"idespecialidad5";"iban";"bic";"convenio";"conveniofecha";"especialidadtexto"
"21690";"ACCIONA FACILITY SERVICES";;NULL;"A08175994";"50197";"RONDA CANAL IMPERIAL DE ARAG�N, 18-20 (POL. IND. PLAZA)";"ZARAGOZA";"ZARAGOZA";"976521996";NULL;"mantenimiento.zaragoza@accionafs.com";NULL;"joseluismarcilla@accionafs.com";NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";NULL;"1";NULL;NULL;NULL;"1";NULL;NULL;NULL;NULL;;;;NULL;"0";"0000-00-00";NULL;NULL;;"24";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"INSTALACIONES EL�CTRICAS Y AUTOM�TICAS"
"23737";"ACCIONA SERVICE";NULL;NULL;NULL;"08038";"P� DE LA ZONA FRANCA, 69-73";"BARCELONA";"BARCELONA";"932075053";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL;NULL;NULL;"1";NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"10000";"ACENTO GR�FICO PUBLICIDAD, S.L.";NULL;NULL;"B50649979";"50012";"P� Infantes de Espa�a, 8 Urb. El Realengo - Casa 19";"ZARAGOZA";"ZARAGOZA";"976 35 15 00 / 976 35 63 62";"976 35 15 00";NULL;NULL;NULL;;NULL;NULL;"PUBLICIDAD";"null";"2005-04-01";"0000-00-00";"0000-00-00";"0";"1";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"1";"ACERALIA PERFILES ZARAGOZA, S.A.";NULL;NULL;"A50004126";"50015";"CORBERA BAJA, S/N";"ZARAGOZA";"ZARAGOZA";"976466171";"976517648";"antonio.torne@mb.arcelor.com";NULL;"- Aunque ellos entregar�n su propio diploma, en la empresa, a un mes de finalizar el curso aproximadamente deben firmar el certificado de recib� de diploma.
- Entregar nuestro diploma.
- Traen sus propias fichas de seguimiento y encuesta final.
- Factu";"ACE";;;;;"0000-00-00";"0000-00-00";"0000-00-00";"1";"0";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"21692";"ACEROS HISPANIA";;NULL;NULL;"44630";"C/ Subida al Cabezo, 2";"TERUEL";"Castelser�s";"978 87 70 88";NULL;"info@aceros-de-hispania.com";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;NULL;"0";"0000-00-00";NULL;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;
"10322";"ACEROS IMS, S.A.";NULL;NULL;"A-08426470";"50013";"Ctra. De Castell�n, Km. 3,3";"ZARAGOZA";"ZARAGOZA";"976 419000";"976 59 34 18";"www.acersosims.com";;;;;;;;"0000-00-00";"0000-00-00";"2003-01-01";"0";"1";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"248";"ACHA OSCA-MONPERZASA / UNION DE EMPRESAS RUBIO, S.L.";NULL;NULL;"B99301301";"50012";"Pol�gono Ind. Argualas, nave 39";"ZARAGOZA";"ZARAGOZA";"976 561 250 / 562 018";"976567315";NULL;NULL;"1.MONTAJES Y PERFECCIONAMIENTOS ZARAGOZA, S.A.
2. Se dedica a m�quinas recreativas.
3. Manuel Lomero. Cu�ado Manuel Aldea";"MON";NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"21693";"ACOFAL, S.L.U.";;NULL;"B50183060";"50197";"P� PLAZA C/ BURTINA, 20 NAVE A";"ZARAGOZA";"ZARAGOZA";"976538280";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;NULL;"0";"0000-00-00";NULL;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"PROGRAMACI�N DE LA PRODUCCI�N EN FABRICACI�N MEC�NICA"
"21695";"ACQUA RADIOTEL SL";;NULL;"B50876283";"50012";"PZA. NTRA. SRA. DE LAS NIEVES, 9, BAJO IZDA";"ZARAGOZA";"ZARAGOZA";"616422942";NULL;"info@acqua-video.com";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";NULL;"1";"1";NULL;NULL;"1";NULL;NULL;NULL;NULL;;;;NULL;"0";"0000-00-00";NULL;NULL;;"27";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"SISTEMAS DE TELECOMUNICACIONES E INFORM�TICA"
"23696";"ACTUASOLUTIONS -ACTUA GESTION DEL CONOCIMIENTO, S.L.";NULL;NULL;NULL;"08017";"AVDA. DIAGONAL, 630, 5�, 3�";"BARCELONA";"BARCELONA";"933063483";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"21696";"AD CONSULTING, S.L.";;NULL;NULL;"50004";"Avda. Cesar Augusto, 3";"ZARAGOZA";"Zaragoza";"976 422 297";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;NULL;"0";"0000-00-00";NULL;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;
"10321";"ADA COMPUTER, S.A.";NULL;NULL;"A50093897";"50197";"C/ BARI 57, EDIF. TIC XXI, 57";"ZARAGOZA";"ZARAGOZA";"976 752 319";"976 752 015";"www.adacomputer.es";NULL;NULL;NULL;"AENOR ER-0750/2002";NULL;"EQUI. INFORM�TICOS";NULL;"0000-00-00";"0000-00-00";"2002-01-01";"1";"1";NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"21698";"ADANET SISTEMAS Y APLICACIONES, S.L.";;NULL;"B99238800";"50197";"C/ BARI, 75 P� PLAZA";"ZARAGOZA";"ZARAGOZA";"976300480";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;NULL;"0";"0000-00-00";NULL;NULL;;"29";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"SISTEMAS MICROINFORM�TICOS Y REDES"
"10320";"ADDI TELECOM";NULL;NULL;"B-50566439";"50004";"MADRE SACRAMENTO, 46 LOCAL DCHA";"ZARAGOZA";"ZARAGOZA";"976 282 332";"976 282 333";"e-mail: addi@additelecom.com www.additelecom.com";;;;;;"DISE�O E INGENIER�A";;"0000-00-00";"0000-00-00";"2002-05-16";"0";"1";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"10319";"ADDLINK, Software Cient�fico";NULL;NULL;"B 59852053";"08001";"MAR�A AURELIA CAPMANY 2-4";"BARCELONA";"BARCELONA";"93 415 49 04";"93 415 72 68";"http://www.addlink.es e-mail: info@addlink.es";;;;;;"INFORM�TICA";;"0000-00-00";"0000-00-00";"2002-01-01";"0";"1";NULL;NULL;"0";"0";"0";"0";"0";"0";"0";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"23456";"ADEA";NULL;NULL;NULL;NULL;NULL;"ZARAGOZA";NULL;"976 215 305";NULL;"aragon@directivosadea.com";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"21699";"ADECCO ARAG�N";;NULL;NULL;"50005";"Avda. Goya, 56";"ZARAGOZA";"Zaragoza";"976 22 82 44";NULL;"www.adecco.es";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;NULL;"0";"0000-00-00";NULL;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;
"313";"ADECOBEL - Asoc. para el Desarrollo Rural Integral de la Comarca Campo de Belchite";NULL;NULL;NULL;"50.130-Bel";"C/ Constituci�n espa�ola de 1978, 12 ";"ZARAGOZA";NULL;"976 830 104�";"976 830 104 ";"info@adecobel.org";NULL;"Presidente:
Alcalde del Ayuntamiento de L�cera, D. Jos� Chavarr�a Poy

Vicepresidente:
Alcalde del Ayuntamiento de Lagata, D. Javier L�zaro G�mez

Secretario:
Representante legal de ARAGA. D. V�ctor Yago Aznar

Tesorero:
Representante legal de la Cooperativa agraria �San Mart�n� D. Prudencio Antonio Fron Mart�n

";NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";NULL;NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"314";"ADEFO - Asoc. Para Desarrollo y Fomento de Cinco Villas";NULL;NULL;NULL;"50600";"Paseo del Muro, 41 - 1� A";"ZARAGOZA";"Ejea de los Caballeros";"976 67 72 72 ";NULL;"adefo@adefo.com";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";NULL;NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"23567";"ADESAR";NULL;"ADESAR";NULL;NULL;NULL;"ZARAGOZA";NULL;NULL;NULL;NULL;NULL;NULL;"ADE";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"1";"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"23715";"ADICAE ASOCIACI�N DE USUARIOS DE BANCOS, CAJAS Y SEGUROS";NULL;NULL;"G50223791";"50001";"C/ Gav�n, 12 - local";"ZARAGOZA";"ZARAGOZA";"976390060";NULL;NULL;NULL;NULL;"ADI";NULL;NULL;NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"222";"ADIENT ( ANTIGUA JONHSON CONTROLS)";NULL;NULL;"B7171717";"50630";"CALLE CARRERA DE CABALLOS N�53";"ZARAGOZA";NULL;"976616900";NULL;NULL;"www.johnsoncontrols.es/publish/es";NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"23457";"ADISON CORPORATE, S.L.";NULL;NULL;NULL;NULL;NULL;"ZARAGOZA";NULL;"976301424";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"1";NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
"21700";"ADMINISTRACI�N DE ADUANAS E IMPUESTOS ESPECIALES";;NULL;NULL;"50004";"Jos� Luis Albareda, 16";"ZARAGOZA";"Zaragoza";"976765220";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"0000-00-00";"0000-00-00";"0000-00-00";"1";NULL;NULL;"1";NULL;NULL;NULL;NULL;NULL;NULL;NULL;;;;NULL;"0";"0000-00-00";NULL;NULL;;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;
"21701";"ADNPERFORMANCE, S.C.";;NULL;"J99099806";"50180";"PARQUE EMPRESARIAL EL AGUILA COORS N70";"ZARAGOZA";"UTEBO";"976792547";;;;;;;;;;"0000-00-00";"0000-00-00";"0000-00-00";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";;;;;"0";"0000-00-00";;;;"0";NULL;NULL;NULL;NULL;;;"743";"16/02/2011";"AUTOMOCI�N"
