idcliente;nombre;apellidos;razonsocial;cif;cp;domicilio;provincia;municipio;telefono;fax;email;web;observaciones;codcliente;er;certificadocaduca;suministrode;ctabancaria;fecha1;fecha2;fecha3;cliente;proveedor;fct;pdb;colaborador;otrasempresas;interesadosbolsa;asociacion;salesiano;interesado;ayuntamiento;contacto;cargo;tipo;cursointeresado;aceptamailing;fechanac;nacionalidad;sexo;movil;idespecialidad;idespecialidad2;idespecialidad3;idespecialidad4;idespecialidad5;iban;bic;convenio;conveniofecha;especialidadtexto
42;VEHICASA;NULL;NULL;;;;;;976501080;;;;#¿NOMBRE?;;;;;;0000-00-00;0000-00-00;0000-00-00;1;0;NULL;NULL;0;0;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
47;KESSEL AUTOMOTIVE IBÉRICA, S.A.;NULL;NULL;;8191;C LUXEMBURGO, 3-9, POLÍGONO INDUSTRIAL COVA SOLERA;;;935880078;935875236;;;;;;;;;0000-00-00;0000-00-00;0000-00-00;1;0;NULL;NULL;0;0;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
48;CONSTRUCCIONES TABUENCA, S.A.;NULL;NULL;A50310366;50005;AVDA. HERNÁN CORTÉS, 32, 1ª PLANTA;ZARAGOZA;ZARAGOZA;976302003;NULL;dpto.tecnico@grupotabuenca.com;NULL;"- Para la facturación pasar recibo por el banco a la cuenta:
CONSTRUCCIONES TABUENCA
2085-0103-91-0301345210
Vto. 15 ó 20 de cada mes

PROYDARTE, S.L.
2085-0103-92-0330870665
Vto. 15 ó 20 de cada mes
dgil@proydarte.es";NULL;NULL;NULL;NULL;NULL;0000-00-00;0000-00-00;0000-00-00;1;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
50;LECITRAILER;NULL;NULL;B64537888;50620;CAMINO DE LOS HUERTOS, S/N;ZARAGOZA;;976462121;;;;- Está a 12 km de distancia aprox.;;;;;;0000-00-00;0000-00-00;0000-00-00;1;0;NULL;NULL;0;0;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
51;FEDERACIÓN DE SANIDAD DE CC.OO.;NULL;NULL;;50008;PASEO DE LA CONSTITUCIÓN, 12, 5ª PLANTA;ZARAGOZA;ZARAGOZA;976214825;976214825;;;"- Los cursos se hacen a través de FOREM:
FOREM
Mariana Pineda, local
50018 ZARAGOZA
Tel: 976798440 - Fax: 976741800

- Enviar la asistencia semanal (que el profesor sea estricto con la asistencia, que pase cada día el control de firmas que correspon";;;;;;0000-00-00;0000-00-00;0000-00-00;1;0;NULL;NULL;0;0;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
52;FORUM ARAGÓN, S.A.;NULL;NULL;A50211754;50005;C LUIS LÓPEZ ALLUÉ, 5;ZARAGOZA;ZARAGOZA;976389238;976382798;menavas@forumaragon.com;NULL;"- Seguimiento cursos CC.OO.
Marlene Bazán
Lapuyade, 8-10
50007 ZARAGOZA
Tel. y fax: 976256470
- Como no es el correo directo de Marlen hay que poner que va a su atencion.";NULL;NULL;NULL;NULL;NULL;0000-00-00;0000-00-00;0000-00-00;1;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
58;SAINT-GOBAIN VICASA, S.A.;NULL;NULL;A19001304;50080;CTRA. VALENCIA, KM. 8;ZARAGOZA;ZARAGOZA;976463926;976505506;;;#¿NOMBRE?;;;;;;0000-00-00;0000-00-00;0000-00-00;1;0;NULL;NULL;0;0;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
61;SAMCA ZARAGOZA;NULL;NULL;NULL;50001;PASEO INDEPENDENDIA, 21, 6º;ZARAGOZA;ZARAGOZA;976232069;976238703;NULL;"Luis Dieste: ldieste@samca.com; Ramon Ormazabal: rormazabal@samca.com";"- Las listas de asistencia las hacemos en su propio formato, que hay que solicitarlo.

Teléfono de Ramón Ormazabal: 976216129.

MYTA - SAMCA ORERA
Luis Dieste
Camino del Barranco, s/n
50331  ORERA  (ZARAGOZA)";NULL;NULL;NULL;NULL;NULL;0000-00-00;0000-00-00;0000-00-00;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
62;FEMZ;NULL;NULL;G50081033;50010;C SANTANDER, 36, 2ª PLANTA;ZARAGOZA;ZARAGOZA;976766060;976330078;NULL;NULL;"Desde el día 9/7/12: La dirección de cepyme-femz: C/ SANTANDER Nº 36, 2ª PLANTA 50010 
O TAMBIÉN, PUEDE ACCEDER POR URB. PARQUE ROMA F-1, 2ª PLANTA 50010
Nº CENTRO: 870
- Las listas de asistencia las facilitan ellos, cada dia se les envia por correo electronico a ANA ARA.
- No se hacen diplomas.
- Los libros se los tenemos que facilitar nosotros al profe";FEM;;;;;0000-00-00;0000-00-00;0000-00-00;1;0;NULL;NULL;0;0;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
63;HOSPITAL CLÍNICO UNIVERSITARIO LOZANO BLESA;NULL;HOSPITAL CLÍNICO UNIVERSITARIO LOZANO BLESA;Q5000442C;50009;AVDA. SAN JUAN BOSCO, 15;ZARAGOZA;ZARAGOZA;976556400;976564561;mcastellanom@salud.aragon.es;NULL;"EMAIL GRAL DE FORMACIÓN (Mª Ángeles y Carmen ) denf-formacion.hcu@salud.aragon.es
1. Fco. Javier Martínez. Contacto para el curso de conductor de instalaciones.
- La lista de asistencia la realizamos aquí, según modelo, los diplomas con el logotipo.
- Los diplomas junto con el resto de documentación se hace llegar a Mª Angeles Castel";CLI;NULL;NULL;NULL;NULL;0000-00-00;0000-00-00;0000-00-00;1;1;1;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23631;HIDRAM AMARRES HIDRONAUMÁTICOS, S.L.;NULL;NULL;NULL;50197;POL. IND. LA PLAZA, C/ CELSA, 15;ZARAGOZA;ZARAGOZA;976524722;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23632;HIDRAULICA ARAGÓN, S.L.;NULL;NULL;B50070531;50014;JOAQUÍN NUMANCIA, 3;ZARAGOZA;ZARAGOZA;976464292;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23633;HIDRONEUMÁTICA ANLO, S.A.;NULL;NULL;A50307545;50180;CTRA. DE LOGROÑO, 13;ZARAGOZA;UTEBO;976417236;NULL;info@anlo.es;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
69;LACOR-TEM;NULL;NULL;;50015;VALLE DE ZURIZA, 42  LOCAL;ZARAGOZA;ZARAGOZA;976233493;976238068;;;"- EMPRESA DE TRABAJO TEMPORAL, S.L.
- La empresa envía listado de asistentes, realimos la hoja de firmas, según modelo, una hoja por alumno.
- Los diplomas los realizamos nosotras y se los entregamos al coordinador para que los haga llegar al profesorad";;;;;;0000-00-00;0000-00-00;0000-00-00;1;0;NULL;NULL;0;0;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23683;LAGUN MACHINERY, S.L.;NULL;NULL;NULL;1170;CTRA. BERGARA, Nº 4, P.I. LLADLE, PAB. 7;ALAVA;LEGUTLANO;945264600;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23689;BRICO ACTUAL, S.L. - MIX MAK HIPER HOGAR;NULL;NULL;B99441404;50011;AVDA. NAVARRA, 180;ZARAGOZA;ZARAGOZA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
72;SEGUROS (GESTIÓN PROFESIONAL, S.L.);NULL;NULL;B50329200;50010;C SANTANDER, 36, PASAJE ROMA, LOCAL 11;ZARAGOZA;ZARAGOZA;976533216;976315065;NULL;NULL;"- Seguros para los cursos libres
- Coste por alumno 3,84 €. Ahora este precio se ve modificado según el nº de alumnos y horas, por lo tanto habrá que consultar un par de días antes del comienzo para que nos digan el precio real.
- Cubre: Asistencia sani";NULL;NULL;NULL;NULL;NULL;0000-00-00;0000-00-00;0000-00-00;1;1;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23715;ADICAE ASOCIACIÓN DE USUARIOS DE BANCOS, CAJAS Y SEGUROS;NULL;NULL;G50223791;50001;C/ Gavín, 12 - local;ZARAGOZA;ZARAGOZA;976390060;NULL;NULL;NULL;NULL;ADI;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
74;FEDERACIÓN MINEROMETALÚRGICA DE CC.OO;NULL;NULL;G81436073;50008;PASEO DE LA CONSTITUCIÓN, 12, 2ª PLANTA;ZARAGOZA;ZARAGOZA;976239185;976232172;NULL;NULL;"- Para cualquier tipo de comunicación enviar siempre por correo electrónico a Rafael y Mari
- El control de asistencia lo facilitan ellos.
- No hay que realizar diplomas (año 2005)
- A Mari se le envía la lista de asistencia al día siguiente del inicio";CCO;NULL;NULL;NULL;NULL;0000-00-00;0000-00-00;0000-00-00;1;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
75;FOREM (CENTRO FORMACIÓN);NULL;NULL;;50009;ANDADOR RAFAELA APARICIO, 15, BAJO;ZARAGOZA;ZARAGOZA;976510256;976741800;administracion@araforem.com;;"FOREM (OFICINAS)
C LA SALINA, 5, LOCAL (50003 ZARAGOZA)
Tel.:976798440 / Fax: 976741800

- Envíar la asistencia semanal: que el profesor sea estricto con la asistencia, que pase cada día el control de firmas que corresponde a ese día para evitar tramp";;;;;;0000-00-00;0000-00-00;0000-00-00;1;0;NULL;NULL;0;0;0;0;0;0;0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
76;STELLANTIS - PSA GROUP - (OPEL ESPAÑA, S.L.);NULL;NULL;B50629187;50639;POLÍGONO ENTRERRIOS, CTRA. NACIONAL, 232, KM. 29;ZARAGOZA;FIGUERUELAS;976658692;976659066;NULL;NULL;"Nº DUNS DE SALESIANOS: 633381587 este debe ser el bueno  /   633650957
SWIFT: POPUESMM
IBAN: ES75-0075-0006-02-0600828404

Enviar fra. a Enma Morán
En noviembre 2010 nos solicitaron BIC (documentación guardada en cartas 2010)
1. David Pes Puig. Jefe de Turno de Carrocería 976658669 david.pes.puig@gm.com
2. Antonio Baleriola";OPE;NULL;NULL;NULL;NULL;0000-00-00;0000-00-00;0000-00-00;1;1;NULL;1;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
77;INAEM (Dirección Provincial de Zaragoza);NULL;NULL;Q5000438A;50018;Avda. Ranillas, 101;ZARAGOZA;ZARAGOZA;976715770;976714234;NULL;www.inaem.es;NULL;NULL;NULL;NULL;NULL;NULL;0000-00-00;0000-00-00;0000-00-00;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
78;INDITEX (PLATAFORMA EUROPA, S.A.);NULL;NULL;NULL;50197;Polígono Plaza, Carretera Nacional, 125, Km 2;ZARAGOZA;ZARAGOZA;976539200;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0000-00-00;0000-00-00;0000-00-00;1;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
